,0
ATSC1d,484.1886116991581
ATSC2d,515.8113883008419
ATSC3d,515.8113883008419
ATSC4d,515.8113883008419
ATSC5d,515.8113883008419
ATSC6d,515.8113883008419
ATSC7d,515.8113883008419
ATSC8d,515.8113883008419
ATSC0s,484.1886116991581
ATSC1s,515.8113883008419
ATSC2s,484.1886116991581
ATSC3s,515.8113883008419
ATSC4s,515.8113883008419
ATSC5s,515.8113883008419
ATSC6s,515.8113883008419
ATSC7s,515.8113883008419
ATSC8s,515.8113883008419
ATSC0Z,0.0
ATSC1Z,484.1886116991581
ATSC2Z,484.1886116991581
ATSC3Z,515.8113883008419
ATSC4Z,515.8113883008419
ATSC5Z,515.8113883008419
ATSC6Z,515.8113883008419
ATSC7Z,515.8113883008419
ATSC8Z,515.8113883008419
ATSC0m,0.0
ATSC1m,484.1886116991581
ATSC2m,484.1886116991581
ATSC3m,515.8113883008419
ATSC4m,515.8113883008419
ATSC5m,515.8113883008419
ATSC6m,515.8113883008419
ATSC7m,515.8113883008419
ATSC8m,515.8113883008419
ATSC0v,0.0
ATSC1v,484.1886116991581
ATSC2v,484.1886116991581
ATSC3v,515.8113883008419
ATSC4v,515.8113883008419
ATSC5v,515.8113883008419
ATSC6v,515.8113883008419
ATSC7v,515.8113883008419
ATSC8v,515.8113883008419
ATSC0se,484.1886116991581
ATSC1se,515.8113883008419
ATSC2se,484.1886116991581
ATSC3se,515.8113883008419
ATSC4se,515.8113883008419
ATSC5se,515.8113883008419
ATSC6se,515.8113883008419
ATSC7se,515.8113883008419
ATSC8se,515.8113883008419
ATSC0pe,484.1886116991581
ATSC1pe,515.8113883008419
ATSC2pe,484.1886116991581
ATSC3pe,515.8113883008419
ATSC4pe,515.8113883008419
ATSC5pe,515.8113883008419
ATSC6pe,515.8113883008419
ATSC7pe,515.8113883008419
ATSC8pe,515.8113883008419
ATSC0are,484.1886116991581
ATSC1are,515.8113883008419
ATSC2are,484.1886116991581
ATSC3are,515.8113883008419
ATSC4are,515.8113883008419
ATSC5are,515.8113883008419
ATSC6are,515.8113883008419
ATSC7are,515.8113883008419
ATSC8are,515.8113883008419
ATSC0p,484.1886116991581
ATSC1p,515.8113883008419
ATSC2p,484.1886116991581
ATSC3p,515.8113883008419
ATSC4p,515.8113883008419
ATSC5p,515.8113883008419
ATSC6p,515.8113883008419
ATSC7p,515.8113883008419
ATSC8p,515.8113883008419
ATSC0i,484.1886116991581
ATSC1i,515.8113883008419
ATSC2i,484.1886116991581
ATSC3i,515.8113883008419
ATSC4i,515.8113883008419
ATSC5i,515.8113883008419
ATSC6i,515.8113883008419
ATSC7i,515.8113883008419
ATSC8i,515.8113883008419
AATSC0dv,484.1886116991581
AATSC1dv,484.1886116991581
AATSC2dv,484.1886116991581
AATSC0d,484.1886116991581
AATSC1d,484.1886116991581
AATSC2d,515.8113883008419
AATSC0s,484.1886116991581
AATSC1s,515.8113883008419
AATSC2s,484.1886116991581
AATSC0Z,484.1886116991581
AATSC1Z,484.1886116991581
AATSC2Z,484.1886116991581
AATSC0m,484.1886116991581
AATSC1m,484.1886116991581
AATSC2m,484.1886116991581
AATSC0v,484.1886116991581
AATSC1v,515.8113883008419
AATSC2v,484.1886116991581
AATSC0se,484.1886116991581
AATSC1se,515.8113883008419
AATSC2se,484.1886116991581
AATSC0pe,484.1886116991581
AATSC1pe,515.8113883008419
AATSC2pe,484.1886116991581
AATSC0are,484.1886116991581
AATSC1are,515.8113883008419
AATSC2are,484.1886116991581
AATSC0p,484.1886116991581
AATSC1p,515.8113883008419
AATSC2p,484.1886116991581
AATSC0i,484.1886116991581
AATSC1i,515.8113883008419
AATSC2i,484.1886116991581
MATS1dv,484.1886116991581
MATS2dv,484.1886116991581
MATS1s,515.8113883008419
MATS2s,484.1886116991581
MATS1Z,484.1886116991581
MATS2Z,484.1886116991581
MATS1m,484.1886116991581
MATS2m,484.1886116991581
MATS1v,515.8113883008419
MATS2v,484.1886116991581
MATS1se,515.8113883008419
MATS2se,484.1886116991581
MATS1pe,515.8113883008419
MATS2pe,484.1886116991581
MATS1are,515.8113883008419
MATS2are,484.1886116991581
MATS1p,515.8113883008419
MATS2p,484.1886116991581
MATS1i,515.8113883008419
MATS2i,484.1886116991581
GATS1dv,484.1886116991581
GATS2dv,484.1886116991581
GATS1s,484.1886116991581
GATS2s,484.1886116991581
GATS1Z,484.1886116991581
GATS2Z,484.1886116991581
